feature.name,GeneSymbol,uniprotID,effect,chrom,featureType,Function
gasAcul22184-RA,CCN2,O18739,infection_induced,Gy_chrXVIII,introns,"FUNCTION: Major connective tissue mitoattractant secreted by vascular endothelial cells. Promotes proliferation and differentiation of chondrocytes (By similarity). Mediates heparin- and divalent cation-dependent cell adhesion in many cell types including fibroblasts, myofibroblasts, endothelial and epithelial cells (By similarity). Enhances fibroblast growth factor-induced DNA synthesis (By similarity). {ECO:0000250|UniProtKB:P29279}."
gasAcul22190-RA,EPB41,P11171,intergenerational,Gy_chrXVIII,introns,FUNCTION: Protein 4.1 is a major structural element of the erythrocyte membrane skeleton. It plays a key role in regulating membrane physical properties of mechanical stability and deformability by stabilizing spectrin-actin interaction. Recruits DLG1 to membranes. Required for dynein-dynactin complex and NUMA1 recruitment at the mitotic cell cortex during anaphase (PubMed:23870127). {ECO:0000269|PubMed:23870127}.
gasAcul22218-RA,vegfaa,O73682,infection_induced,Gy_chrXVIII,introns,"FUNCTION: Growth factor active in angiogenesis, vasculogenesis and endothelial cell growth. Induces endothelial cell proliferation, promotes cell migration, inhibits apoptosis, and induces permeabilization of blood vessels. Required for intersegmental vessel development in the tail during embryogenesis (PubMed:15305301). Acts both upstream of kdr and tie1 to stimulate endothelial cell differentiation, and upstream of gata1 to stimulate hematopoietic cell differentiation. {ECO:0000250|UniProtKB:P15692, ECO:0000269|PubMed:11578859, ECO:0000269|PubMed:15305301, ECO:0000269|PubMed:17698971}."
gasAcul22218-RA,vegfaa,O73682,infection_induced,Gy_chrXVIII,introns,"FUNCTION: Growth factor active in angiogenesis, vasculogenesis and endothelial cell growth. Induces endothelial cell proliferation, promotes cell migration, inhibits apoptosis, and induces permeabilization of blood vessels. Required for intersegmental vessel development in the tail during embryogenesis (PubMed:15305301). Acts both upstream of kdr and tie1 to stimulate endothelial cell differentiation, and upstream of gata1 to stimulate hematopoietic cell differentiation. {ECO:0000250|UniProtKB:P15692, ECO:0000269|PubMed:11578859, ECO:0000269|PubMed:15305301, ECO:0000269|PubMed:17698971}."
gasAcul22233-RA,SLC35B2,Q55DM5,infection_induced,Gy_chrXVIII,introns,"FUNCTION: Probably functions as a 3'-phosphoadenylyl sulfate:adenosine 3',5'-bisphosphate antiporter at the Golgi membranes. Mediates the transport from the cytosol into the lumen of the Golgi of 3'-phosphoadenylyl sulfate/adenosine 3'-phospho 5'-phosphosulfate (PAPS), a universal sulfuryl donor for sulfation events that take place in that compartment. {ECO:0000250|UniProtKB:Q8TB61}."
gasAcul21625-RA,Alpha-1-antitrypsin homolog,P32759,interaction,Gy_chrXVIII,intergenic,NA
gasAcul21575-RA,gja1,A6XKM2,infection_induced,Gy_chrXVIII,exons,"FUNCTION: Gap junction protein that acts as a regulator of bladder capacity. A gap junction consists of a cluster of closely packed pairs of transmembrane channels, the connexons, through which materials of low MW diffuse from one cell to a neighboring cell. May play a critical role in the physiology of hearing by participating in the recycling of potassium to the cochlear endolymph. Negative regulator of bladder functional capacity: acts by enhancing intercellular electrical and chemical transmission, thus sensitizing bladder muscles to cholinergic neural stimuli and causing them to contract. May play a role in cell growth inhibition through the regulation of NOV expression and localization. Plays an essential role in gap junction communication in the ventricles (By similarity). {ECO:0000250|UniProtKB:P08050, ECO:0000250|UniProtKB:P23242}."
gasAcul21642-RA,Psma6,P60900,intergenerational,Gy_chrXVIII,intergenic,"FUNCTION: Component of the 20S core proteasome complex involved in the proteolytic degradation of most intracellular proteins. This complex plays numerous essential roles within the cell by associating with different regulatory particles. Associated with two 19S regulatory particles, forms the 26S proteasome and thus participates in the ATP-dependent degradation of ubiquitinated proteins. The 26S proteasome plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins that could impair cellular functions, and by removing proteins whose functions are no longer required. Associated with the PA200 or PA28, the 20S proteasome mediates ubiquitin-independent protein degradation. This type of proteolysis is required in several pathways including spermatogenesis (20S-PA200 complex) or generation of a subset of MHC class I-presented antigenic peptides (20S-PA28 complex). {ECO:0000269|PubMed:15244466, ECO:0000269|PubMed:27176742, ECO:0000269|PubMed:8610016}."
gasAcul21647-RA,KCNK13,Q8R1P5,infection_induced,Gy_chrXVIII,intergenic,FUNCTION: Potassium channel displaying weak inward rectification in symmetrical K(+) solution. {ECO:0000250}.
gasAcul21663-RA,ufl1,A1A4I9,infection_induced,Gy_chrXVIII,intergenic,"FUNCTION: E3 protein ligase that mediates ufmylation, the covalent attachment of the ubiquitin-like modifier UFM1 to lysine residues on target proteins, and which plays a key role in various processes, such as ribosome recycling, response to DNA damage, interferon response or reticulophagy (also called ER-phagy) (By similarity). Catalyzes ufmylation of many protein, such as CD274/PD-L1, CDK5RAP3, CYB5R3, DDRGK1, EIF6, histone H4, MRE11, P4HB, PDCD1/PD-1, TRIP4, RPN1, RPS20/uS10, RPL10/uL16, RPL26/uL24, SYVN1/HRD1 and TP53/p53 (By similarity). As part of the UREL complex, plays a key role in ribosome recycling by catalyzing mono-ufmylation of RPL26/uL24 subunit of the 60S ribosome (By similarity). Ufmylation of RPL26/uL24 occurs on free 60S ribosomes following ribosome dissociation: it weakens the junction between post-termination 60S subunits and SEC61 translocons, promoting release and recycling of the large ribosomal subunit from the endoplasmic reticulum membrane (By similarity). Ufmylation of RPL26/uL24 and subsequent 60S ribosome recycling either take place after normal termination of translation or after ribosome stalling during cotranslational translocation at the endoplasmic reticulum (By similarity). Involved in reticulophagy in response to endoplasmic reticulum stress by mediating ufmylation of proteins such as CYB5R3 and RPN1, thereby promoting lysosomal degradation of ufmylated proteins (By similarity). Ufmylation in response to endoplasmic reticulum stress is essential for processes such as hematopoiesis, blood vessel morphogenesis or inflammatory response (PubMed:30881595). Regulates inflammation in response to endoplasmic reticulum stress by promoting reticulophagy, leading to inhibit the activity of the NF-kappa-B transcription factor (PubMed:30881595, PubMed:31078114, PubMed:31721015, PubMed:32050508). Mediates ufmylation of DDRGK1 and CDK5RAP3; the role of these modifications is however unclear: as both DDRGK1 and CDK5RAP3 act as substrate adapters for ufmylation, it is uncertain whether ufmylation of these proteins is, a collateral effect or is required for ufmylation (By similarity). Acts as a negative regulator of T-cell activation by mediating ufmylation and stabilization of PDCD1/PD-1 (By similarity). Also involved in the response to DNA damage: recruited to double-strand break sites following DNA damage and mediates monoufmylation of histone H4 and ufmylation of MRE11 (By similarity). Mediates ufmylation of TP53/p53, promoting its stability (By similarity). Catalyzes ufmylation of TRIP4, thereby playing a role in nuclear receptor-mediated transcription (By similarity). Required for hematopoietic stem cell function and hematopoiesis (By similarity). {ECO:0000250|UniProtKB:O94874, ECO:0000250|UniProtKB:Q8CCJ3, ECO:0000269|PubMed:30881595, ECO:0000269|PubMed:31078114, ECO:0000269|PubMed:31721015, ECO:0000269|PubMed:32050508}."
gasAcul21666-RA,NA,NA,intergenerational,Gy_chrXVIII,intergenic,NA
gasAcul21583-RA,RPL7L1,A5GFQ0,intergenerational,Gy_chrXVIII,intergenic,NA
gasAcul21714-RA,Tab2,B4FTR7,infection_induced,Gy_chrXVIII,intergenic,FUNCTION: Nuclear genome-encoded factor involved in the biogenesis of photosystem I (PSI). Required for the accumulation of PSI during plant development. Does not seem to be required for the translation of mRNAs of the PSI subunits. {ECO:0000269|PubMed:25725436}.
gasAcul21735-RA,NA,NA,intergenerational,Gy_chrXVIII,intergenic,NA
gasAcul21748-RA,pbk,Q6DHU8,infection_induced,Gy_chrXVIII,promoters,NA
gasAcul21810-RA,NA,NA,intergenerational,Gy_chrXVIII,intergenic,NA
gasAcul21834-RA,fut8,P79282,infection_induced,Gy_chrXVIII,intergenic,"FUNCTION: Catalyzes the addition of fucose in alpha 1-6 linkage to the first GlcNAc residue, next to the peptide chains in N-glycans. {ECO:0000269|PubMed:8910378}."
gasAcul21878-RA,EVA1C,P58658,intergenerational,Gy_chrXVIII,introns,FUNCTION: Binds heparin. {ECO:0000269|PubMed:19470522}.
gasAcul21884-RA,LIN28B,Q45KJ4,infection_induced,Gy_chrXVIII,introns,"FUNCTION: Suppressor of specific microRNA (miRNA) biogenesis. Binds target primary miRNA transcripts and sequester them in the nucleolus, away from the microprocessor complex, hence preventing their processing into mature miRNA. The specific interaction with target pri-miRNAs occurs via an 5'-GGAG-3' motif in the pre-miRNA terminal loop. {ECO:0000250|UniProtKB:Q6ZN17}."
gasAcul21884-RA,LIN28B,Q45KJ4,infection_induced,Gy_chrXVIII,intergenic,"FUNCTION: Suppressor of specific microRNA (miRNA) biogenesis. Binds target primary miRNA transcripts and sequester them in the nucleolus, away from the microprocessor complex, hence preventing their processing into mature miRNA. The specific interaction with target pri-miRNAs occurs via an 5'-GGAG-3' motif in the pre-miRNA terminal loop. {ECO:0000250|UniProtKB:Q6ZN17}."
gasAcul21917-RA,dtl,B7Z0L8,infection_induced,Gy_chrXVIII,exons,"FUNCTION: Part of the MTV complex that associates with the HipHop-HOAP complex to form the terminin telomere-capping complex involved in telomere maintenance and prevention of telomere fusion (PubMed:19240120, PubMed:27835648). Potentially functions downstream of mei-41/ATR (PubMed:19240120). As part of the MTV complex binds single stranded DNA in a sequence-independent manner, protecting it from degradation (PubMed:27835648). {ECO:0000269|PubMed:19240120, ECO:0000269|PubMed:27835648}."
gasAcul21920-RA,TAGAP,B2RWW0,infection_induced,Gy_chrXVIII,exons,"FUNCTION: May function as a GTPase-activating protein. May play a role in transmission ratio distortion (TRD) in mouse, in which heterozygous males for t-locus transmit their t-carrying chromosome to 95% or more of their offspring. {ECO:0000269|PubMed:16116428}."
gasAcul15046-RA,Has2,G5AY81,infection_induced,Gy_chrXX,intergenic,"FUNCTION: Catalyzes the addition of GlcNAc or GlcUA monosaccharides to the nascent hyaluronan polymer. Therefore, it is essential to hyaluronan synthesis a major component of most extracellular matrices that has a structural role in tissues architectures and regulates cell adhesion, migration and differentiation (By similarity). This is one of three isoenzymes responsible for cellular hyaluronan synthesis and it is particularly responsible for the synthesis of high molecular mass hyaluronan (By similarity). {ECO:0000250|UniProtKB:P70312, ECO:0000250|UniProtKB:Q92819}."
gasAcul15050-RA,ZNF516,Q7TSH3,infection_induced,Gy_chrXX,intergenic,"FUNCTION: Transcriptional regulator that binds to the promoter and activates the transcription of genes promoting brown adipose tissue (BAT) differentiation. Among brown adipose tissue-specific genes, binds the proximal region of the promoter of the UCP1 gene to activate its transcription and thereby regulate thermogenesis. May also play a role in the cellular response to replication stress (By similarity). {ECO:0000250|UniProtKB:Q92618, ECO:0000269|PubMed:25578880}."
gasAcul15056-RA,Depdc1b,Q4R623,intergenerational,Gy_chrXX,intergenic,NA
gasAcul14412-RA,Rragc,Q99K70,intergenerational,Gy_chrXX,intergenic,"FUNCTION: Guanine nucleotide-binding protein that plays a crucial role in the cellular response to amino acid availability through regulation of the mTORC1 signaling cascade. Forms heterodimeric Rag complexes with RagA/RRAGA or RagB/RRAGB and cycles between an inactive GTP-bound and an active GDP-bound form: RagC/RRAGC is in its active form when GDP-bound RagC/RRAGC forms a complex with GTP-bound RagA/RRAGA (or RagB/RRAGB) and in an inactive form when GTP-bound RagC/RRAGC heterodimerizes with GDP-bound RagA/RRAGA (or RagB/RRAGB). In its GDP-bound active form, promotes the recruitment of mTORC1 to the lysosomes and its subsequent activation by the GTPase RHEB. This is a crucial step in the activation of the MTOR signaling cascade by amino acids. Also plays a central role in the non-canonical mTORC1 complex, which acts independently of RHEB and specifically mediates phosphorylation of MiT/TFE factors TFEB and TFE3: GDP-bound RagC/RRAGC mediates recruitment of MiT/TFE factors TFEB and TFE3. {ECO:0000250|UniProtKB:Q9HB90}."
